ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
104675,Karl Emil Julius Ulrich Salchow,M,30.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Men's Singles,Gold,Sweden,
104676,Carlos Arnoldo Salcido Flores,M,32.0,175.0,70.0,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold,Mexico,
104687,Jamie Rae Sal (-Pelletier),F,24.0,155.0,50.0,Canada-1,CAN,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,Gold,Canada,
104715,Michel Jean Frdric Salesse,M,25.0,180.0,67.0,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Gold,France,
104729,Stefan Saliger,M,24.0,178.0,70.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Gold,Germany,
104734,Roza Galyamovna Salikhova,F,24.0,174.0,70.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
104734,Roza Galyamovna Salikhova,F,27.0,174.0,70.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
104740,Behdad Salimi Kordasiabi,M,22.0,192.0,160.0,Iran,IRI,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Iran,
104754,"George J. Saling, Jr.",M,23.0,190.0,77.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA,
104761,"Edwin Lyle ""Ed"" Salisbury",M,22.0,188.0,77.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold,USA,
104779,Raymond Julien Salles,M,31.0,180.0,80.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,Gold,France,
104792,Annette Elizabeth Salmeen,F,21.0,170.0,,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,USA,
104801,Sulo Artur Salmi,M,34.0,,,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,Finland,
104804,Ilmari R. Salminen,M,33.0,181.0,66.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",Gold,Finland,
104806,Max Salminen,M,23.0,197.0,98.0,Sweden,SWE,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Gold,Sweden,
104814,Gaston Joseph Clment Marie Salmon,M,34.0,,,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",Gold,Belgium,
104818,Riley David Salmon,M,32.0,197.0,89.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold,USA,
104823,"Steven Edward ""Steve"" Salmons",M,26.0,193.0,93.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold,USA,
104824,Algimantas alna,M,24.0,181.0,75.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Russia,
104826,Sergey Sergeyevich Salnikov,M,31.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold,Russia,
104827,Vladimir Valeryevich Salnikov,M,20.0,181.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,Gold,Russia,
104827,Vladimir Valeryevich Salnikov,M,20.0,181.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Russia,
104827,Vladimir Valeryevich Salnikov,M,20.0,181.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Russia,
104827,Vladimir Valeryevich Salnikov,M,28.0,181.0,74.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Russia,
104828,Yury Grigoryevich Salnikov,M,30.0,176.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Russia,
104836,Tommy Mikael Salo,M,23.0,181.0,79.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden,
104840,Jouko Johannes Salomki,M,21.0,174.0,78.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,Finland,
104879,Nino Salukvadze (-Machavariani),F,19.0,168.0,58.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,Russia,
104881,Erika Salume,F,26.0,165.0,63.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Women's Sprint,Gold,Russia,
104881,Erika Salume,F,30.0,165.0,63.0,Estonia,EST,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Women's Sprint,Gold,Estonia,
104895,Cesare Salvadori,M,30.0,170.0,66.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
104904,Ilaria Salvatori,F,33.0,160.0,56.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold,Italy,
104911,Luigi Paolo Salvi,M,20.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
104911,Luigi Paolo Salvi,M,28.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
104923,Ulla Salzgeber (Helbing-),F,42.0,180.0,65.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,
104923,Ulla Salzgeber (Helbing-),F,46.0,180.0,65.0,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,
104961,Renzo Sambo,M,26.0,190.0,90.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Pairs,Gold,Italy,
104992,Gulnara Iskanderovna Samitova-Galkina,F,30.0,178.0,54.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,Russia,
104994,Eva Samkov,F,20.0,171.0,68.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,Gold,Czech Republic,
105010,"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,27.0,168.0,54.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 3,000 metres",Gold,Russia,
105041,Paul Curkeet Samson,M,22.0,198.0,114.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA,
105077,Karl Mikael Samuelsson,M,29.0,186.0,94.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden,
105087,Varteres Varteresovich Samurgashev,M,21.0,172.0,74.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia,
105122,"Alden Reamer ""Zeke"" Sanborn",M,20.0,188.0,84.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold,USA,
105157,Eriel Snchez Len,M,29.0,183.0,94.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,
105164,Flix Snchez Marcelo,M,26.0,178.0,64.0,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,Gold,Dominican Republic,
105164,Flix Snchez Marcelo,M,34.0,178.0,64.0,Dominican Republic,DOM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Gold,Dominican Republic,
105201,"Francisco ""Kiko"" Snchez Luna",M,26.0,190.0,72.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Gold,Spain,
105234,"Juan Ignacio ""Pepe"" Snchez Brown",M,27.0,193.0,90.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Gold,Argentina,
105246,Samuel Snchez Gonzlez,M,30.0,181.0,68.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",Gold,Spain,
105272,Ingrid Clara Charlotta Sandahl (-Sundell),F,27.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold,Sweden,
105275,Brit Sandaune,F,28.0,172.0,65.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold,Norway,
105285,Tom Sandberg,M,28.0,175.0,66.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Nordic Combined,Nordic Combined Men's Individual,Gold,Norway,
105305,Kaitlin Shea Sandeno (-Hogan),F,21.0,168.0,54.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,USA,
105315,Anthony Marcus Sanders,M,26.0,185.0,91.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,USA,
105317,"Hayes Edward ""Ed"" Sanders",M,22.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Heavyweight,Gold,USA,
105326,"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175.0,57.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,Gold,USA,
105326,"Summer Elisabeth Sanders (-Henderson, -Schlopy)",F,19.0,175.0,57.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,
105327,Terence Robert Beaumont Sanders,M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Fours,Gold,UK,
105332,Cael Norman Sanderson,M,25.0,182.0,84.0,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,USA,
105336,Ronald Harcourt Sanderson,M,31.0,,85.0,Leander Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,UK,
105337,"Theresa Ione ""Tessa"" Sanderson (-White)",F,28.0,168.0,70.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Gold,UK,
105346,Mirko Sandi,M,26.0,198.0,100.0,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold,Serbia,Yugoslavia
105347,Marita Sandig (-Gasch),F,22.0,175.0,68.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Gold,Germany,
105385,Sandra Tavares Pires Nascimento,F,23.0,174.0,64.0,Brazil-1,BRA,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,Brazil,
105386,Silvaine Gustave Sandras,M,28.0,,,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,Gold,France,
105390,Charles Edward Sands,M,34.0,181.0,,United States,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Men's Individual,Gold,USA,
105429,Viktor Saneyev,M,23.0,188.0,78.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,Gold,Russia,
105429,Viktor Saneyev,M,26.0,188.0,78.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,Gold,Russia,
105429,Viktor Saneyev,M,30.0,188.0,78.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Gold,Russia,
105432,Ippolito Sanfratello,M,32.0,180.0,77.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold,Italy,
105434,Julius Sang,M,26.0,175.0,69.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,Kenya,
105439,Sang Xue,F,16.0,157.0,42.0,China,CHN,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Gold,China,
105514,Jordi Sans Juan,M,30.0,180.0,70.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold,Spain,
105520,Boris Louis Sanson,M,27.0,193.0,80.0,France,FRA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Gold,France,
105564,Giorgio Leslie Santelli,M,22.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
105671,Carles Sanz Lpez,M,21.0,177.0,88.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold,Spain,
105681,Salvatore Sanzo,M,28.0,178.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Team",Gold,Italy,
105692,Serik Zhumangaliyevich Sapiyev,M,28.0,179.0,64.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,Gold,Kazakhstan,
105722,"Zlatko ""Zlatan"" Saraevi",M,35.0,187.0,97.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Gold,Croatia,
105750,Hassan Sardar,M,26.0,178.0,70.0,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,Pakistan,
105771,"James Fred Robert ""Dick"" Sargeant",M,28.0,183.0,75.0,Barrenjoey,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,Australia,
105807,Mikls Srkny,M,23.0,185.0,,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
105807,Mikls Srkny,M,27.0,185.0,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
105812,Istvn Srkzi,M,20.0,176.0,72.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Gold,Hungary,
105834,Klas Johan Gustaf Srner,M,28.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,Sweden,
105839,Lszl Srosi,M,29.0,183.0,83.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Gold,Hungary,
105848,mile Pierre Sarrade,M,23.0,,,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold,France,
105858,Giulio Sarrocchi,M,36.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
105860,Bakhyt Abdirakhmanovich Sarsekbayev,M,26.0,173.0,69.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,Gold,Kazakhstan,
105874,Alessio Sartori,M,23.0,200.0,100.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold,Italy,
105896,Tatyana Filippovna Sarycheva,F,19.0,175.0,72.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
105896,Tatyana Filippovna Sarycheva,F,23.0,175.0,72.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold,Russia,
105902,Shozo Sasahara,M,27.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,Japan,
105919,Setsuko Sasaki,F,19.0,173.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,Japan,
105945,Anatoly Fomich Sass,M,32.0,188.0,84.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Double Sculls,Gold,Russia,
105947,"Welissa ""Sass"" de Souza Gonzaga",F,25.0,179.0,76.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold,Brazil,
105974,"William Spencer ""Will"" Satch",M,27.0,198.0,100.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold,UK,
105988,Eric Anthony Teruo Sato,M,22.0,180.0,73.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold,USA,
106017,Mitsuru Sato,M,26.0,163.0,59.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,Japan,
106023,Rie Sato,F,27.0,171.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold,Japan,
106040,Tetsuo Sato,M,23.0,198.0,86.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Gold,Japan,
106062,Tae Satoya,F,21.0,166.0,55.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold,Japan,
106070,Bekzat Seilkhanovich Sattarkhanov,M,20.0,169.0,57.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,Gold,Kazakhstan,
106100,Martin Sauer,M,29.0,169.0,55.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,Germany,
106104,Uwe Sauer,M,40.0,185.0,70.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,
106106,Lotte Nicolien Sauerbreij,F,30.0,164.0,58.0,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Gold,Netherlands,
106107,"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,27.0,170.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold,USA,
106116,Glynn Saulters,M,23.0,188.0,80.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold,USA,
106122,"David Patrick ""Dave"" Saunders",M,23.0,190.0,88.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Gold,USA,
106122,"David Patrick ""Dave"" Saunders",M,27.0,190.0,88.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold,USA,
106161,Dmitry Ivanovich Sautin,M,22.0,172.0,65.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Diving,Diving Men's Platform,Gold,Russia,
106161,Dmitry Ivanovich Sautin,M,26.0,172.0,65.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Gold,Russia,
106216,Sergey Petrovich Savelyev,M,27.0,178.0,70.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,Russia,
106228,Jill Savery,F,24.0,160.0,52.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,USA,
106242,Yury Nikolayevich Savichev,M,23.0,183.0,73.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Gold,Russia,
106259,Aleksandr Borisovich Savin,M,23.0,200.0,97.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold,Russia,
106265,Vitaly Anatolyevich Savin,M,22.0,184.0,95.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Russia,
106272,Mariya Sergeyevna Savinova (-Farnosova),F,26.0,172.0,60.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 800 metres,Gold,Russia,
106275,Javier Pedro Saviola Fernndez,M,22.0,168.0,60.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold,Argentina,
106282,Larisa Mikhaylovna Savkina,F,25.0,178.0,75.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Gold,Russia,
106296,Heikki Ilmari Savolainen,M,40.0,172.0,64.0,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,Finland,
106296,Heikki Ilmari Savolainen,M,40.0,172.0,64.0,Finland,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Finland,
106302,Flix Savn Fabr,M,24.0,198.0,91.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Gold,Cuba,
106302,Flix Savn Fabr,M,28.0,198.0,91.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,Gold,Cuba,
106302,Flix Savn Fabr,M,32.0,198.0,91.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Gold,Cuba,
106307,Luciano Savorini,M,26.0,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold,Italy,
106350,"Daniel Edward ""Ned"" Sawyer",M,22.0,,,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold,USA,
106391,John Anthony Sayre,M,24.0,193.0,88.0,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Gold,USA,
106393,Adam Khamidovich Saytiyev,M,22.0,178.0,80.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,Russia,
106394,Buvaysar Khamidovich Saytiyev,M,21.0,180.0,74.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,Russia,
106394,Buvaysar Khamidovich Saytiyev,M,29.0,180.0,74.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,Russia,
106394,Buvaysar Khamidovich Saytiyev,M,33.0,180.0,74.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,Russia,
106406,Frithjof Olsen Slen,M,19.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,Norway,
106408,Olaf Ster,M,36.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,Norway,
106413,Ole Andreas Sther,M,38.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold,Norway,
106417,Erik Stter-Lassen,M,27.0,,,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold,Denmark,
106423,"Mohamed Karim ""Moe"" Sbihi",M,28.0,202.0,110.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold,UK,
106438,Giovanni Scalzo,M,25.0,180.0,77.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold,Italy,
106439,Angelo Scalzone,M,41.0,177.0,92.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Trap,Gold,Italy,
106454,Luigi Scarabello,M,20.0,172.0,74.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold,Italy,
106467,Alexander Frederick Yorke Scarlett,M,25.0,196.0,98.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold,UK,
106472,Hctor Pedro Scarone Beretta,M,25.0,173.0,74.0,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold,Uruguay,
106472,Hctor Pedro Scarone Beretta,M,29.0,173.0,74.0,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold,Uruguay,
106474,Daniele Scarpa,M,32.0,191.0,94.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Italy,
106486,Giovanni Scatturin,M,26.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Pairs,Gold,Italy,
106519,Hartmut Schade,M,21.0,180.0,77.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold,Germany,
106537,Wendy Lynn Schaeffer,F,21.0,167.0,60.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Australia,
106545,Gustav Schfer,M,29.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Single Sculls,Gold,Germany,
106550,Karl Martin Alois Schfer,M,22.0,180.0,,Austria,AUT,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,Gold,Austria,
106550,Karl Martin Alois Schfer,M,26.0,180.0,,Austria,AUT,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,Gold,Austria,
106582,Johanna Schaller-Klier,F,23.0,176.0,70.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 100 metres Hurdles,Gold,Germany,
106602,Arlie Alfred Schardt,M,24.0,173.0,64.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold,USA,
106605,Erich Schrer,M,33.0,173.0,82.0,Switzerland-2,SUI,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Two,Gold,Switzerland,
106629,Martin Schaudt,M,37.0,185.0,77.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,
106629,Martin Schaudt,M,45.0,185.0,77.0,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,
